MF,Fraction,mz,Retention_time,Cell_9312_A,Cell_9312_B,Cell_9312_C,Cell_9313_A,Cell_9313_B,Cell_9313_C,Vesicle_9312_1,Vesicle_9312_2,Vesicle_9312_3,Vesicle_9313_2,Vesicle_9313_1,Vesicle_9313_3
7893_CyanoOrg,CyanoOrg,574.4679,13.274,NA,NA,NA,2.39E-05,NA,NA,0.001569578,4.94E-04,NA,0.001434535,0.002378943,0.00211059
7898_CyanoOrg,CyanoOrg,575.26605,14.367,3.58E-05,9.00E-05,8.52E-05,0.001475086,0.002166666,1.10E-05,0.003603373,5.11E-04,5.48E-04,0.003329132,0.008259204,0.002821821
7904_CyanoOrg,CyanoOrg,575.42847,13.246,NA,NA,NA,NA,NA,NA,0.030473059,0.020732129,0.004676747,0.004965274,0.001529492,0.00174496
7906_CyanoOrg,CyanoOrg,575.42859,13.717,NA,NA,NA,2.79E-04,NA,4.62E-05,NA,NA,NA,NA,NA,NA
7907_CyanoOrg,CyanoOrg,575.42859,13.615,5.30E-05,3.77E-05,1.96E-05,4.51E-04,1.70E-04,6.56E-05,0.051660392,0.026988814,0.009373118,0.021012335,0.003753288,0.006820062
7908_CyanoOrg,CyanoOrg,575.42883,13.359,NA,NA,NA,NA,NA,NA,0.034805804,0.018290863,0.006288172,0.006517838,0.002315052,0.002231022
7910_CyanoOrg,CyanoOrg,575.50366,13.152,1.74E-04,1.96E-04,1.25E-04,3.30E-04,3.26E-04,1.15E-05,0.005506824,6.30E-04,0.001116398,0.005072558,0.004249588,0.002512451
7911_CyanoOrg,CyanoOrg,575.50403,13.061,1.57E-04,1.93E-04,1.33E-04,2.45E-04,5.89E-04,1.63E-05,0.010146589,0.001191661,0.004130036,0.007958629,0.005098468,0.002316287
7921_CyanoOrg,CyanoOrg,576.46259,12.718,7.74E-04,7.26E-04,8.36E-04,0.001211788,0.00141215,1.07E-04,0.053121922,0.015743774,0.023230699,0.002325482,0.003221048,0.001987568
7926_CyanoOrg,CyanoOrg,577.20789,13.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001118959,0.003505504,0.001125182
7927_CyanoOrg,CyanoOrg,577.20831,13.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001319538,0.002161908,8.32E-04
7928_CyanoOrg,CyanoOrg,577.2453,14.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.24E-04,NA,2.19E-04
7929_CyanoOrg,CyanoOrg,577.26581,8.966,6.94E-06,NA,6.99E-06,1.28E-04,1.09E-04,1.76E-05,0.001959961,NA,NA,0.003135112,0.00226836,0.001301694
7930_CyanoOrg,CyanoOrg,577.28088,13.621,0.002700268,0.0035363,0.005588934,0.039012707,0.048097962,1.93E-04,0.707998039,0.202661402,0.179547876,0.356512365,0.673434176,0.325281309
7932_CyanoOrg,CyanoOrg,577.35669,9.377,3.88E-05,4.12E-05,3.37E-05,7.71E-04,0.001042839,1.14E-04,NA,NA,NA,NA,NA,NA
7939_CyanoOrg,CyanoOrg,577.44409,13.479,2.45E-05,1.96E-05,NA,2.39E-04,7.03E-05,NA,0.047001294,0.024521294,0.005685699,0.020409878,0.004541056,0.007319494
7940_CyanoOrg,CyanoOrg,577.4444,13.363,3.61E-05,3.05E-05,1.78E-05,1.21E-04,8.18E-05,2.09E-05,0.035340157,0.018798518,0.005114704,0.012175919,0.003599552,0.004851346
7941_CyanoOrg,CyanoOrg,577.44635,12.413,2.67E-05,2.99E-05,3.55E-05,1.27E-04,9.36E-05,1.19E-05,NA,0.003566199,NA,0.003728832,0.001361012,0.001496244
7942_CyanoOrg,CyanoOrg,577.44635,12.01,4.32E-05,4.35E-05,3.60E-05,1.38E-04,1.32E-04,2.35E-05,0.042595412,0.023489434,0.009042446,0.005771457,0.003155104,0.00233704
7943_CyanoOrg,CyanoOrg,577.51904,13.407,NA,NA,NA,NA,NA,NA,0.007996667,0.001587978,0.002251478,0.001765025,0.002736804,0.001339873
7951_CyanoOrg,CyanoOrg,578.47821,12.95,0.003268571,0.002479806,0.002708336,0.007211113,0.010018673,0.00115933,0.299440392,0.136030728,0.15890828,0.04538197,0.041961064,0.029090605
7952_CyanoOrg,CyanoOrg,578.47827,12.181,2.07E-04,1.55E-04,1.83E-04,7.79E-04,0.001459766,1.05E-04,0.007858196,0.004102426,0.004453602,0.006741315,0.005695164,0.004072741
7955_CyanoOrg,CyanoOrg,579.06488,10.802,3.14E-05,2.35E-05,2.96E-05,9.75E-05,1.23E-04,9.51E-06,NA,NA,NA,NA,NA,NA
7960_CyanoOrg,CyanoOrg,579.26007,12.205,NA,NA,NA,NA,NA,NA,0.010379108,3.98E-04,0.003128444,4.48E-04,0.001006744,4.91E-04
7962_CyanoOrg,CyanoOrg,579.26013,12.359,5.85E-06,2.66E-05,1.92E-05,1.68E-05,1.06E-05,NA,NA,NA,NA,NA,NA,NA
7963_CyanoOrg,CyanoOrg,579.26038,13.194,3.83E-06,1.64E-05,1.30E-05,1.83E-04,2.46E-04,NA,0.009695616,0.001745122,0.002009196,0.004137448,0.007090944,0.003038926
7964_CyanoOrg,CyanoOrg,579.2605,12.447,NA,NA,NA,NA,NA,NA,0.002375529,NA,9.31E-04,7.33E-04,0.005806352,0.001744648
7966_CyanoOrg,CyanoOrg,579.28143,9.271,NA,4.50E-06,2.85E-06,2.82E-05,4.94E-05,9.89E-06,0.003014615,NA,5.51E-04,0.002908933,0.001710687,0.001019896
7967_CyanoOrg,CyanoOrg,579.28149,9.361,1.19E-05,7.94E-06,9.12E-06,4.05E-05,4.72E-05,1.03E-05,0.012343294,0.002473369,0.002718602,0.003275289,0.002266864,0.001452247
7969_CyanoOrg,CyanoOrg,579.46204,12.65,NA,NA,NA,NA,NA,NA,0.012768667,0.004478113,0.002110027,0.008907858,0.002960772,0.00250066
7970_CyanoOrg,CyanoOrg,579.4621,11.888,NA,NA,NA,NA,NA,NA,0.006716627,0.001327439,NA,0.005054472,8.28E-04,0.001227012
7971_CyanoOrg,CyanoOrg,579.46228,12.551,1.25E-04,1.61E-04,1.31E-04,1.79E-04,1.92E-04,2.79E-05,0.030464627,0.009584474,0.00560586,0.007851472,0.0032343,0.002597309
7972_CyanoOrg,CyanoOrg,579.46259,13.84,NA,NA,NA,5.57E-05,1.69E-05,5.13E-06,0.003270706,0.001718356,4.68E-04,0.003143,7.33E-04,9.90E-04
7973_CyanoOrg,CyanoOrg,579.53485,12.443,NA,NA,NA,NA,NA,NA,0.02154898,6.60E-04,0.005178414,0.004420858,0.00780786,0.001711333
7982_CyanoOrg,CyanoOrg,580.49329,12.383,1.62E-04,1.03E-04,1.27E-04,5.34E-04,0.001113912,7.94E-05,0.005828039,0.003211456,0.003686747,0.007840909,0.006748876,0.004965278
7983_CyanoOrg,CyanoOrg,580.49365,11.495,1.39E-04,1.01E-04,1.03E-04,6.70E-04,8.11E-04,6.58E-05,0.009252039,0.004200836,0.004855054,0.007342924,0.004563856,0.003676093
7984_CyanoOrg,CyanoOrg,580.49377,14.711,3.12E-05,1.36E-05,1.92E-05,3.57E-05,6.05E-05,NA,NA,NA,NA,NA,NA,NA
7985_CyanoOrg,CyanoOrg,580.49384,13.159,0.00275583,0.001958913,0.002321115,0.004360455,0.006891881,6.40E-04,0.293565647,0.155366954,0.193259758,0.050088376,0.03944362,0.028409753
7994_CyanoOrg,CyanoOrg,581.39923,14.007,NA,NA,NA,NA,1.56E-04,3.34E-05,NA,NA,NA,0.004319472,0.009276644,0.003887799
7995_CyanoOrg,CyanoOrg,581.39929,14.723,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001048843,0.001414648,0.001770361
7999_CyanoOrg,CyanoOrg,581.47766,12.796,1.16E-04,1.30E-04,9.45E-05,4.26E-04,3.60E-04,7.12E-05,0.052244314,0.023742884,0.009472285,0.033269503,0.008514736,0.008795673
8000_CyanoOrg,CyanoOrg,581.47778,12.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004709741,NA,0.001212235
8001_CyanoOrg,CyanoOrg,581.47784,11.248,8.77E-06,9.93E-06,NA,4.69E-04,2.42E-04,4.94E-05,0.021081725,0.009749137,0.003346989,0.052563076,0.014920924,0.018510284
8002_CyanoOrg,CyanoOrg,581.47809,14.083,NA,5.71E-06,NA,7.71E-05,3.16E-05,9.55E-06,0.005042277,0.002072899,8.96E-04,0.00848855,0.001402394,0.002247661
8003_CyanoOrg,CyanoOrg,581.47821,13.995,NA,NA,NA,6.15E-05,NA,6.38E-06,0.002747216,0.001368868,NA,0.002442365,5.10E-04,7.55E-04
8004_CyanoOrg,CyanoOrg,581.47827,12.318,2.99E-05,4.04E-05,2.96E-05,NA,NA,NA,0.004229255,8.62E-04,8.59E-04,NA,NA,NA
8007_CyanoOrg,CyanoOrg,582.28821,11.042,NA,NA,NA,NA,NA,NA,0.005588784,0.003326119,4.30E-04,4.94E-04,9.60E-04,6.64E-04
8009_CyanoOrg,CyanoOrg,582.40698,13.802,NA,3.38E-05,3.36E-05,1.94E-04,2.31E-04,5.15E-05,0.00915051,0.002760135,0.003578602,0.00170633,0.002833296,0.001734046
8011_CyanoOrg,CyanoOrg,582.40704,15.446,NA,NA,5.22E-06,6.55E-05,9.69E-05,1.28E-05,NA,NA,NA,0.001670659,0.001715949,0.001169379
8012_CyanoOrg,CyanoOrg,582.40759,14.044,NA,2.18E-05,2.84E-05,1.45E-04,2.40E-04,8.38E-05,NA,NA,NA,NA,NA,NA
8013_CyanoOrg,CyanoOrg,582.40765,13.444,NA,NA,NA,NA,NA,NA,0.003151059,NA,0.00249,NA,NA,NA
8014_CyanoOrg,CyanoOrg,582.40778,13.859,1.31E-04,1.21E-04,8.87E-05,3.86E-04,9.77E-04,2.82E-05,0.00759959,0.001944127,0.00369838,0.002680101,0.002793541,0.001651442
8022_CyanoOrg,CyanoOrg,583.31726,13.448,NA,NA,NA,6.58E-05,4.10E-05,4.03E-06,NA,NA,NA,NA,NA,NA
8027_CyanoOrg,CyanoOrg,583.38379,12.257,NA,NA,NA,NA,NA,NA,0.781260435,0.320811138,0.147722737,0.038767779,0.005479039,0.007816164
8029_CyanoOrg,CyanoOrg,583.38422,12.129,NA,NA,NA,NA,NA,NA,0.084784039,0.045097224,0.017784651,0.003189457,7.40E-04,8.17E-04
8032_CyanoOrg,CyanoOrg,583.3847,11.126,4.80E-05,3.20E-05,3.28E-05,2.77E-04,1.47E-04,2.16E-05,0.019659137,0.009101159,0.005356263,0.002335797,9.67E-04,NA
8033_CyanoOrg,CyanoOrg,583.41467,12.95,7.01E-05,1.03E-04,5.87E-05,6.80E-04,8.34E-04,1.22E-04,0.02605298,0.008051617,0.007220565,0.011785325,0.016700436,0.00935608
8034_CyanoOrg,CyanoOrg,583.41467,12.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003633112,0.007878944,0.004635654
8035_CyanoOrg,CyanoOrg,583.41479,12.5,5.96E-05,6.82E-05,8.31E-05,3.59E-04,4.52E-04,6.38E-05,0.016232588,0.006579111,0.006240323,0.005310711,0.009126344,0.004319593
8036_CyanoOrg,CyanoOrg,583.41479,13.493,2.63E-04,2.52E-04,3.11E-04,0.001421986,0.001498803,6.53E-04,0.098932902,0.034108518,0.03284672,0.03038498,0.041023944,0.024865407
8037_CyanoOrg,CyanoOrg,583.41486,13.772,2.04E-04,2.63E-04,2.08E-04,0.001012652,0.001482003,2.96E-04,0.037189529,0.015717008,0.019732204,0.009186584,0.015410656,0.011631846
8038_CyanoOrg,CyanoOrg,583.41492,13.865,3.50E-04,4.27E-04,3.75E-04,0.002015418,0.00257068,0.001196535,0.152636784,0.045075984,0.036418763,0.059945528,0.07166324,0.043388272
8039_CyanoOrg,CyanoOrg,583.4151,13.363,8.19E-05,8.63E-05,1.04E-04,6.90E-04,8.56E-04,3.65E-04,0.039881412,0.008131482,0.006927419,0.021616721,0.025257592,0.012345281
8040_CyanoOrg,CyanoOrg,583.41522,14.293,1.12E-04,9.83E-05,9.50E-05,2.34E-04,3.69E-04,6.20E-05,NA,NA,NA,NA,NA,NA
8041_CyanoOrg,CyanoOrg,583.41528,14.386,NA,NA,NA,5.29E-04,6.29E-04,8.30E-05,NA,NA,NA,NA,NA,NA
8042_CyanoOrg,CyanoOrg,583.41534,13.562,1.85E-04,1.41E-04,1.79E-04,4.76E-04,5.33E-04,NA,NA,NA,NA,NA,NA,NA
8047_CyanoOrg,CyanoOrg,583.49353,13.301,NA,NA,NA,NA,NA,NA,0.001629373,NA,NA,NA,3.53E-04,1.49E-04
8048_CyanoOrg,CyanoOrg,583.49396,11.643,4.52E-06,NA,3.04E-06,8.58E-05,1.09E-04,3.64E-06,NA,NA,NA,6.12E-04,4.51E-04,2.81E-04
8049_CyanoOrg,CyanoOrg,583.49396,12.495,3.16E-05,3.80E-05,2.76E-05,NA,NA,NA,0.003252118,5.43E-04,6.75E-04,6.15E-05,NA,NA
8054_CyanoOrg,CyanoOrg,584.42163,13.47,5.05E-04,4.45E-04,5.67E-04,0.002267822,0.003003149,0.00137483,0.13009298,0.061673774,0.056888441,0.014018746,0.0218343,0.014993562
8055_CyanoOrg,CyanoOrg,584.42224,13.551,NA,NA,NA,NA,NA,NA,0.140900039,0.062091213,0.05424914,0.018660442,0.029764372,0.020301741
8056_CyanoOrg,CyanoOrg,584.42224,13.756,3.51E-04,3.49E-04,3.45E-04,0.001820677,0.002635573,9.90E-04,0.161124627,0.085678814,0.073307796,0.036240751,0.036403748,0.029923895
8057_CyanoOrg,CyanoOrg,584.4223,13.677,3.46E-04,3.01E-04,3.26E-04,8.17E-04,0.001499942,6.85E-04,0.120571804,0.063510296,0.051767527,0.040055234,0.024348712,0.024137568
8058_CyanoOrg,CyanoOrg,584.42261,14.668,7.33E-05,5.20E-05,6.46E-05,1.97E-04,NA,5.09E-05,NA,NA,NA,NA,NA,NA
8059_CyanoOrg,CyanoOrg,584.42285,14.917,2.70E-05,1.85E-05,1.94E-05,1.12E-04,1.88E-04,2.94E-05,0.011021843,NA,NA,0.004924959,0.00585228,0.004434481
8060_CyanoOrg,CyanoOrg,584.42297,14.835,5.98E-05,5.33E-05,5.75E-05,2.86E-04,3.82E-04,4.01E-05,NA,NA,NA,0.002568898,0.003909768,0.00223341
8061_CyanoOrg,CyanoOrg,584.42322,13.218,5.63E-05,7.74E-05,3.83E-05,4.44E-04,NA,2.52E-04,0.026569804,0.015853585,0.008742688,0.005275782,0.002691016,0.004351941
8075_CyanoOrg,CyanoOrg,585.42902,13.757,2.64E-04,2.74E-04,1.93E-04,0.001261176,0.002338257,0.001443409,0.117520767,0.040959511,0.054056183,0.097713476,0.106416682,0.082470309
8076_CyanoOrg,CyanoOrg,585.42975,13.463,2.53E-04,2.72E-04,2.83E-04,0.001300845,0.001508246,9.88E-04,0.073466549,0.033500674,0.031366613,0.019455883,0.021353992,0.019373827
8077_CyanoOrg,CyanoOrg,585.42987,13.677,1.86E-04,1.81E-04,1.32E-04,4.40E-04,9.12E-04,8.73E-04,0.076455231,0.027763553,0.035868597,0.031862433,0.028612704,0.024588015
8078_CyanoOrg,CyanoOrg,585.42987,13.62,2.10E-04,1.45E-04,1.55E-04,0.001047367,0.001260152,0.001623931,0.090703137,0.037071456,0.032687312,0.021346289,0.01867876,0.019011549
8079_CyanoOrg,CyanoOrg,585.43005,14.241,0.00147024,8.98E-04,0.001124578,0.001931008,0.003207087,3.96E-04,0.303742549,0.128297116,0.171653333,0.142060761,0.184559952,0.171651173
8080_CyanoOrg,CyanoOrg,585.43042,12.933,1.27E-04,1.12E-04,1.45E-04,0.001523438,0.001452098,3.46E-04,0.040131373,0.015551779,0.01423293,0.007916766,0.011694884,0.008942793
8081_CyanoOrg,CyanoOrg,585.43054,13.18,0.001123801,0.001057123,0.001273993,0.007989202,0.008739166,8.86E-04,0.210776784,0.078861078,0.079130591,0.053881777,0.049827328,0.039325373
8082_CyanoOrg,CyanoOrg,585.43066,14.292,0.002248246,0.002148196,0.00237963,0.007281762,0.012232599,2.58E-04,NA,NA,NA,0.142060761,0.184559952,0.171651185
8083_CyanoOrg,CyanoOrg,585.43073,12.997,NA,NA,NA,NA,NA,NA,0.039830863,0.015448005,0.014488011,0.013166315,0.014409908,0.010763861
8084_CyanoOrg,CyanoOrg,585.50842,11.822,7.53E-06,1.43E-05,9.38E-06,1.10E-04,1.61E-04,1.48E-05,NA,NA,NA,NA,NA,NA
8086_CyanoOrg,CyanoOrg,586.16608,10.806,3.41E-05,2.51E-05,3.00E-05,1.66E-04,1.80E-04,1.80E-05,NA,NA,NA,NA,NA,NA
8117_CyanoOrg,CyanoOrg,588.4834,13.07,NA,NA,NA,1.78E-05,NA,NA,0.003503052,9.93E-04,NA,0.002433732,4.48E-04,8.51E-04
8119_CyanoOrg,CyanoOrg,589.24463,13.207,0.025338164,0.020824619,0.028110726,0.058922796,0.086737386,0.008350349,0.268514118,0.03479973,0.086079382,0.028061401,0.054641964,0.02186354
8120_CyanoOrg,CyanoOrg,589.24493,14.514,9.44E-04,0.001017603,4.59E-04,0.004695832,0.003749311,NA,NA,NA,NA,NA,NA,NA
8123_CyanoOrg,CyanoOrg,589.24512,12.643,8.43E-04,7.83E-04,8.00E-04,0.001620086,0.004701408,6.06E-05,NA,NA,NA,NA,NA,NA
8124_CyanoOrg,CyanoOrg,589.2453,17.912,NA,2.74E-04,2.56E-04,0.003860315,0.001850825,1.02E-04,NA,NA,NA,NA,NA,NA
8127_CyanoOrg,CyanoOrg,589.40204,14.16,NA,NA,NA,NA,NA,2.00E-05,NA,NA,NA,1.68E-04,3.30E-04,1.73E-04
8141_CyanoOrg,CyanoOrg,591.26044,13.082,0.017091666,0.012380793,0.007134473,0.010491523,0.011806134,4.97E-04,0.241801878,0.06813328,0.070554586,0.107616223,0.288504888,0.152891417
8142_CyanoOrg,CyanoOrg,591.2605,13.58,3.01E-04,1.55E-04,1.31E-04,7.74E-04,0.001146873,7.02E-05,0.008518,NA,NA,0.002379766,0.007052368,0.002726284
8143_CyanoOrg,CyanoOrg,591.26068,14.468,6.98E-05,NA,NA,3.79E-04,4.45E-04,NA,NA,NA,NA,6.13E-04,0.00221952,0.001020481
8144_CyanoOrg,CyanoOrg,591.26288,15.668,1.10E-04,6.20E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8146_CyanoOrg,CyanoOrg,591.35693,12.985,3.53E-05,2.38E-05,1.22E-05,3.25E-05,1.27E-04,2.70E-05,NA,NA,NA,NA,NA,NA
8160_CyanoOrg,CyanoOrg,591.49829,11.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001986315,4.04E-04,4.73E-04
8161_CyanoOrg,CyanoOrg,591.49866,13.432,7.84E-06,1.27E-05,1.60E-05,9.21E-05,1.82E-04,4.30E-06,0.001768196,NA,6.07E-04,0.001085335,0.001229332,6.18E-04
8162_CyanoOrg,CyanoOrg,591.4989,11.759,NA,2.74E-06,NA,3.37E-04,4.49E-04,2.93E-05,NA,NA,NA,0.002693797,0.002325992,0.001238349
8182_CyanoOrg,CyanoOrg,593.23059,8.967,NA,NA,NA,3.83E-05,3.31E-05,5.30E-06,5.50E-04,NA,NA,0.001041284,8.26E-04,4.47E-04
8184_CyanoOrg,CyanoOrg,593.27643,12.657,2.34E-04,5.08E-04,6.16E-04,0.001843213,0.001899425,8.29E-06,0.028660157,0.003810809,0.007300833,0.004664706,0.015618732,0.006199454
8187_CyanoOrg,CyanoOrg,593.43927,13.072,NA,NA,NA,NA,NA,NA,0.003751765,0.002236011,5.14E-04,0.001464239,2.62E-04,5.71E-04
8188_CyanoOrg,CyanoOrg,593.43958,13.48,NA,NA,NA,NA,NA,NA,0.007594039,0.003791995,5.53E-04,4.96E-04,NA,1.04E-04
8191_CyanoOrg,CyanoOrg,593.51385,11.97,NA,NA,NA,7.85E-04,0.001139445,6.37E-05,0.002595961,NA,NA,0.009214985,0.0077357,0.005065105
8197_CyanoOrg,CyanoOrg,594.50977,13.342,1.95E-05,1.35E-05,1.89E-05,NA,NA,NA,0.002411412,7.25E-04,0.00153379,3.69E-04,3.37E-04,2.10E-04
8198_CyanoOrg,CyanoOrg,595.13751,13.724,NA,NA,NA,NA,NA,NA,0.001233412,0.00105779,0.00148371,0.001409406,4.24E-04,3.70E-04
8200_CyanoOrg,CyanoOrg,595.24615,9.356,NA,1.14E-06,NA,5.96E-06,5.88E-06,1.03E-06,NA,NA,NA,NA,NA,NA
8205_CyanoOrg,CyanoOrg,595.61462,12.251,NA,2.01E-06,NA,7.55E-06,1.15E-05,5.39E-06,NA,NA,NA,NA,NA,NA
8209_CyanoOrg,CyanoOrg,596.30951,11.498,1.88E-05,1.72E-05,1.33E-05,4.78E-05,1.63E-04,1.16E-05,9.69E-04,2.50E-04,3.63E-04,0.001236944,6.67E-04,7.46E-04
8210_CyanoOrg,CyanoOrg,596.4223,15.477,NA,9.00E-06,7.87E-06,1.51E-05,1.95E-05,NA,NA,NA,NA,NA,NA,NA
8211_CyanoOrg,CyanoOrg,596.48895,14.349,NA,NA,NA,NA,NA,NA,0.004837255,0.003508032,NA,0.006368213,1.77E-04,2.00E-04
8219_CyanoOrg,CyanoOrg,597.23816,11.684,NA,NA,NA,NA,NA,NA,0.002336392,0.001869542,0.002565618,6.85E-04,4.05E-04,3.44E-04
8234_CyanoOrg,CyanoOrg,597.47321,11.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001741284,4.74E-04,4.39E-04
8235_CyanoOrg,CyanoOrg,597.50867,13.902,NA,NA,NA,NA,NA,NA,0.029542,0.005426361,0.001631425,0.00114832,0.003400296,0.003078775
8249_CyanoOrg,CyanoOrg,598.50446,13.717,NA,NA,NA,NA,NA,NA,0.017689294,0.010570296,0.003176129,0.009534619,0.001818972,0.003656722
8250_CyanoOrg,CyanoOrg,598.50446,13.614,NA,8.36E-06,NA,1.13E-04,NA,1.25E-05,0.014911098,0.006915957,0.002650269,0.005549574,9.87E-04,0.001631336
8251_CyanoOrg,CyanoOrg,598.50458,13.992,NA,NA,NA,5.87E-05,1.81E-05,6.35E-06,NA,0.001672561,NA,0.002963086,5.39E-04,8.67E-04
8252_CyanoOrg,CyanoOrg,598.50458,14.085,NA,NA,NA,NA,NA,NA,0.004763804,0.003077628,NA,0.004675355,8.53E-04,0.001345423
8253_CyanoOrg,CyanoOrg,598.50464,13.353,NA,7.24E-06,NA,NA,NA,NA,0.013644275,0.007780566,0.002498817,0.002113492,7.92E-04,7.78E-04
8254_CyanoOrg,CyanoOrg,599.26282,13.622,NA,NA,NA,NA,NA,NA,0.00154451,3.60E-04,3.44E-04,6.65E-04,0.001741168,7.14E-04
8257_CyanoOrg,CyanoOrg,599.37933,12.159,NA,NA,NA,NA,NA,NA,0.024808784,0.012860674,0.005545538,5.08E-04,1.24E-04,8.63E-05
8264_CyanoOrg,CyanoOrg,599.40936,13.158,1.12E-04,1.15E-04,1.41E-04,9.08E-04,0.001403811,5.26E-05,0.024277843,0.005593208,0.006583683,0.011730975,0.01443864,0.007368522
8265_CyanoOrg,CyanoOrg,599.40942,12.949,2.07E-05,2.61E-05,1.14E-05,2.37E-04,2.70E-04,7.94E-05,0.020161684,0.001824541,0.004642529,0.011127112,0.01113024,0.007994222
8267_CyanoOrg,CyanoOrg,599.40967,13.042,3.92E-05,3.00E-05,2.28E-05,1.52E-04,3.14E-04,6.28E-05,0.013372003,NA,NA,0.009873554,0.007803322,0.004413191
8268_CyanoOrg,CyanoOrg,599.40973,14.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002645947,0.003277121,0.002186192
8270_CyanoOrg,CyanoOrg,599.41016,13.859,1.22E-04,7.22E-05,9.74E-05,3.25E-04,6.01E-04,5.55E-05,0.012397765,0.004401078,0.00458922,0.003317223,0.002706496,0.001515401
8274_CyanoOrg,CyanoOrg,600.41742,12.5,2.40E-05,2.34E-05,2.67E-05,1.49E-04,2.39E-04,NA,0.009404588,0.004465957,0.005456882,0.001363249,0.003455588,0.001774133
8275_CyanoOrg,CyanoOrg,600.4176,13.851,0.001502016,0.001122813,0.001385967,0.003901754,0.004586736,9.10E-04,0.301206941,0.100161348,0.1161875,0.043958513,0.047976736,0.025500302
8276_CyanoOrg,CyanoOrg,600.41785,13.774,9.53E-04,7.89E-04,8.99E-04,0.001952486,0.002498639,2.47E-04,0.16113298,0.04119593,0.059123199,0.015063944,0.016453788,0.007917981
8277_CyanoOrg,CyanoOrg,600.41821,13.571,8.40E-04,5.87E-04,5.76E-04,0.001251795,0.001453199,9.75E-05,0.058156941,0.014086146,0.020607715,0.004552315,0.00641096,0.002762506
8282_CyanoOrg,CyanoOrg,600.52008,13.863,NA,1.90E-06,NA,1.91E-05,NA,1.69E-06,NA,NA,NA,NA,NA,NA
8283_CyanoOrg,CyanoOrg,600.52026,13.485,NA,NA,NA,NA,NA,NA,0.012258745,0.004923747,0.00125957,0.003131975,7.82E-04,0.001187685
8284_CyanoOrg,CyanoOrg,600.52045,13.362,1.45E-05,1.04E-05,6.47E-06,NA,1.98E-05,2.41E-06,0.013134078,0.00796717,0.002775054,0.003422701,0.001000536,0.001453941
8289_CyanoOrg,CyanoOrg,601.26343,9.358,2.37E-06,1.86E-06,NA,7.64E-06,1.19E-05,2.07E-06,NA,NA,NA,NA,NA,NA
8294_CyanoOrg,CyanoOrg,601.39429,12.256,NA,NA,NA,NA,NA,NA,1.89753851,1.061567116,0.306422876,0.06641236,0.011259528,0.015748657
8295_CyanoOrg,CyanoOrg,601.39459,11.637,2.97E-05,2.47E-05,2.19E-05,1.52E-04,9.78E-05,2.49E-05,0.017290392,0.00967035,0.004906855,0.003020756,0.001553992,0.001315577
8296_CyanoOrg,CyanoOrg,601.39471,11.87,NA,NA,NA,NA,NA,NA,0.113893647,0.071486496,0.021458387,4.69E-04,NA,1.75E-04
8297_CyanoOrg,CyanoOrg,601.39484,12.13,NA,NA,NA,NA,NA,NA,0.194299333,0.107027925,0.041656935,0.006869421,0.001870656,0.00180934
8298_CyanoOrg,CyanoOrg,601.39502,11.533,4.16E-05,4.26E-05,2.86E-05,2.00E-04,1.64E-04,3.42E-05,0.047274471,0.023515013,0.010447446,0.007915137,0.002883744,0.002620111
8300_CyanoOrg,CyanoOrg,601.39514,10.577,1.31E-04,1.11E-04,9.69E-05,7.92E-04,4.42E-04,9.23E-05,0.070744706,0.02352248,0.015036478,0.009061645,0.004813288,0.003997491
8301_CyanoOrg,CyanoOrg,601.39532,11.126,1.33E-04,9.01E-05,9.11E-05,6.93E-04,3.81E-04,6.21E-05,0.050824039,0.025000728,0.012951586,0.00633365,0.002555012,0.002531614
8302_CyanoOrg,CyanoOrg,601.42462,13.772,6.86E-04,6.26E-04,7.06E-04,0.002117149,0.002639642,4.02E-04,0.104703608,0.024972938,0.03647078,0.019821437,0.031397848,0.017751444
8303_CyanoOrg,CyanoOrg,601.42487,13.568,8.61E-04,7.51E-04,7.64E-04,0.00209298,0.002208757,3.19E-04,0.066685725,0.016143612,0.023729382,0.013185228,0.022292932,0.011776602
8304_CyanoOrg,CyanoOrg,601.42529,13.49,1.86E-04,1.90E-04,2.37E-04,0.001361075,0.001044518,3.55E-04,0.077221373,0.02342248,0.02343879,0.021378299,0.02824878,0.017391167
8305_CyanoOrg,CyanoOrg,601.42542,13.149,4.65E-05,9.09E-05,7.20E-05,4.81E-04,9.31E-04,1.05E-04,0.024052588,0.003970943,0.008344328,0.008912147,0.011618012,0.009445302
8306_CyanoOrg,CyanoOrg,601.42566,14.241,6.08E-05,3.23E-05,3.19E-05,5.62E-05,8.31E-05,1.33E-05,0.010498258,0.002590416,0.007212066,0.003236926,0.002326515,0.001980403
8307_CyanoOrg,CyanoOrg,601.42572,14.292,8.24E-05,6.58E-05,7.12E-05,2.28E-04,3.08E-04,8.86E-06,NA,NA,NA,NA,NA,NA
