Strain,Fraction,Shared_total_btwVandC,Shared_percent_btwVandC
9312,CyanoAq,106,16.93290734824281
9312,CyanoOrg,1031,54.20609884332281
9312,HILICNeg,0,0
9312,HILICPos,3,0.5597014925373134
9313,CyanoAq,80,13.81692573402418
9313,CyanoOrg,1174,56.687590535972966
9313,HILICNeg,4,1.7857142857142856
9313,HILICPos,5,0.8223684210526315
